,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
1002.0,Hyundai Verna 1.4 CRDi,Pune,2014.0,86000.0,Diesel,Manual,First,24.8,1396.0,88.7,5.0,nan
1003.0,Honda Amaze EX i-Vtech,Hyderabad,2013.0,34000.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
1004.0,Audi A4 2.0 TDI Premium Sport Limited Edition,Bangalore,2014.0,36000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,nan
1005.0,Hyundai i10 Magna,Mumbai,2013.0,49000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
1006.0,Tata Tigor 1.2 Revotron XT,Mumbai,2017.0,7000.0,Petrol,Manual,First,20.3,1199.0,84.0,5.0,nan
1007.0,Hyundai Xcent 1.1 CRDi S,Kolkata,2014.0,60188.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,nan
1008.0,Ford Figo Diesel ZXI,Ahmedabad,2012.0,79000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,nan
1009.0,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012.0,115439.0,Diesel,Manual,Second,12.99,2494.0,100.0,7.0,nan
1010.0,Hyundai i20 2015-2017 1.4 CRDi Sportz,Pune,2011.0,104500.0,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,nan
1011.0,Mercedes-Benz E-Class E250 CDI Launch Edition,Delhi,2013.0,35000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,nan
1012.0,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2016.0,26186.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
1013.0,Chevrolet Spark 1.0 LT,Pune,2012.0,58061.0,Petrol,Manual,First,18.0,995.0,62.0,5.0,nan
1014.0,Hyundai i20 1.4 CRDi Sportz,Ahmedabad,2011.0,62000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,nan
1015.0,Maruti Swift Dzire VDI,Mumbai,2013.0,118000.0,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,nan
1016.0,Hyundai i10 Magna 1.2,Chennai,2009.0,65000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
1017.0,Hyundai Santro Xing GLS,Hyderabad,2008.0,44379.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,nan
1018.0,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2017.0,61041.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
1019.0,Ford Fiesta Classic 1.4 Duratorq CLXI,Bangalore,2011.0,73000.0,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,nan
1020.0,Hyundai Creta 1.6 CRDi AT SX Plus,Pune,2016.0,57297.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,nan
1021.0,Hyundai Creta 1.6 VTVT Base,Hyderabad,2015.0,28700.0,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,nan
1022.0,Honda City 1.5 V MT,Hyderabad,2013.0,85264.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
1023.0,Maruti Ignis 1.2 AMT Delta,Hyderabad,2017.0,20000.0,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.21
1024.0,Honda City i-VTEC CVT ZX,Hyderabad,2017.0,11934.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.94
1025.0,Honda City 1.5 V MT,Pune,2010.0,83000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
1026.0,Ford Fiesta Classic 1.6 Duratec LXI,Hyderabad,2013.0,23000.0,Petrol,Manual,First,15.3,1596.0,99.6,5.0,nan
1027.0,Hyundai i20 Sportz 1.2,Mumbai,2017.0,14927.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
1028.0,Toyota Corolla Executive (HE),Hyderabad,2007.0,158000.0,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,nan
1029.0,Nissan Micra Diesel XV,Jaipur,2011.0,111000.0,Diesel,Manual,Third,23.08,1461.0,63.1,5.0,nan
1030.0,Maruti Alto LXi BSIII,Hyderabad,2011.0,63528.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
1031.0,Maruti Ciaz VDi Plus,Jaipur,2015.0,92000.0,Diesel,Manual,First,26.21,1248.0,88.5,5.0,nan
1032.0,Maruti Ciaz 1.3 Alpha,Delhi,2017.0,41200.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,nan
1033.0,Mahindra XUV500 W8 2WD,Coimbatore,2016.0,39052.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
1034.0,Renault Duster 85PS Diesel RxL,Ahmedabad,2014.0,55100.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,nan
1035.0,Hyundai i20 1.2 Sportz,Ahmedabad,2011.0,76958.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,nan
1036.0,Renault Pulse RxL,Kochi,2015.0,70419.0,Diesel,Manual,First,23.08,1461.0,63.12,5.0,nan
1037.0,Maruti Wagon R AMT VXI,Mumbai,2017.0,21000.0,Petrol,Automatic,First,20.51,998.0,67.0,5.0,nan
1038.0,BMW 6 Series 650i Coupe,Delhi,2009.0,64000.0,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,nan
1039.0,Honda City V MT,Delhi,2011.0,63698.0,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,nan
1040.0,Tata Indigo eCS LX BSIV,Coimbatore,2016.0,62715.0,Diesel,Manual,First,23.03,1396.0,69.0,5.0,nan
1041.0,Honda Brio S MT,Coimbatore,2013.0,37922.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,nan
1042.0,Honda Jazz 1.5 S i DTEC,Ahmedabad,2016.0,52000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,nan
1043.0,Mercedes-Benz A Class A180 CDI,Chennai,2013.0,47000.0,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,nan
1044.0,Toyota Corolla Altis GL,Mumbai,2009.0,64000.0,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,nan
1045.0,Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007.0,109000.0,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,nan
1046.0,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015.0,19000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
1047.0,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009.0,99000.0,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,nan
1048.0,OpelCorsa 1.4Gsi,Hyderabad,2005.0,50000.0,Petrol,Manual,Second,14.2,1389.0,88.0,5.0,nan
1049.0,Toyota Fortuner 4x2 AT,Pune,2013.0,105000.0,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,nan
1050.0,Hyundai Creta 1.6 VTVT S,Jaipur,2016.0,24000.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,nan
1051.0,Volkswagen Ameo 1.5 TDI Highline,Coimbatore,2017.0,23389.0,Diesel,Manual,First,21.66,1498.0,108.62,5.0,10.13
1052.0,Hyundai i20 Magna,Ahmedabad,2009.0,90000.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,nan
1053.0,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2013.0,20000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
1054.0,Hyundai Grand i10 CRDi Sportz,Jaipur,2014.0,62269.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,nan
1055.0,Audi Q3 30 TDI S Edition,Chennai,2015.0,69000.0,Diesel,Manual,First,17.32,1968.0,138.13,5.0,nan
1056.0,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015.0,58898.0,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,nan
1057.0,Maruti Swift Dzire AMT ZDI,Coimbatore,2018.0,29110.0,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,nan
1058.0,Hyundai Grand i10 1.2 Kappa Sportz AT,Kochi,2019.0,34649.0,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.96
1059.0,Honda City i DTEC SV,Kolkata,2017.0,13000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
1060.0,Hyundai Grand i10 1.2 Kappa Magna,Jaipur,2015.0,25043.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.54
1061.0,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018.0,36611.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,nan
1062.0,Maruti Swift VDi BSIII W/ ABS,Jaipur,2008.0,150000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,nan
1063.0,Maruti Wagon R VXI,Ahmedabad,2015.0,82000.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.27
1064.0,Maruti Ciaz RS ZDi Plus SHVS,Kochi,2017.0,45158.0,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,nan
1065.0,Volkswagen Vento 1.2 TSI Comfortline AT,Coimbatore,2016.0,36968.0,Petrol,Automatic,First,16.93,1197.0,103.2,5.0,nan
1066.0,Maruti Swift VXI BSIV,Coimbatore,2015.0,53556.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,nan
1067.0,Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,2013.0,78500.0,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,nan
1068.0,Hyundai Xcent 1.1 CRDi S Celebration Edition,Jaipur,2017.0,133000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,nan
1069.0,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017.0,33186.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
1070.0,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2012.0,65000.0,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,nan
1071.0,Maruti Swift VDI,Coimbatore,2015.0,61903.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,nan
1072.0,Toyota Etios G,Kolkata,2011.0,25000.0,Petrol,Manual,First,17.6,1496.0,88.73,5.0,nan
1073.0,Hyundai Santro Xing XG AT eRLX Euro III,Coimbatore,2007.0,64168.0,Petrol,Automatic,First,17.0,1086.0,null bhp,5.0,nan
1074.0,Maruti Swift Dzire VXI Optional,Hyderabad,2017.0,8044.0,Petrol,Manual,First,20.85,1197.0,83.14,5.0,nan
1075.0,Audi Q5 3.0 TDI Quattro Technology,Bangalore,2017.0,18000.0,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,nan
1076.0,Honda City V MT,Mumbai,2013.0,80000.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,nan
1077.0,Mahindra KUV 100 mFALCON D75 K6 5str AW,Chennai,2016.0,45000.0,Diesel,Manual,First,25.32,1198.0,77.0,5.0,nan
1078.0,Mahindra Xylo D4 BSIV,Mumbai,2013.0,78835.0,Diesel,Manual,Second,14.0,2498.0,112.0,8.0,nan
1079.0,Tata Tiago 1.2 Revotron XT,Kochi,2017.0,30631.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.56
1080.0,Mahindra Scorpio VLX 2WD BSIII,Hyderabad,2011.0,72573.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,nan
1081.0,Toyota Innova Crysta 2.8 GX AT,Delhi,2016.0,10000.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.74
1082.0,Maruti Wagon R VXI BSIII,Mumbai,2011.0,50215.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,nan
1083.0,Maruti 800 AC,Kolkata,2009.0,9999.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,nan
1084.0,Honda Civic 2006-2010 1.8 MT Sport,Pune,2008.0,110000.0,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,nan
1085.0,Chevrolet Beat Diesel LS,Jaipur,2013.0,81000.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,nan
1086.0,Mahindra Thar CRDe,Delhi,2016.0,11000.0,Diesel,Manual,First,16.55,2498.0,105.0,6.0,11.14
1087.0,Tata Zest Revotron 1.2T XE,Kolkata,2017.0,59000.0,Petrol,Manual,First,17.57,1193.0,88.7,5.0,6.59
1088.0,Hyundai EON Era Plus,Mumbai,2015.0,8300.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
1089.0,Mahindra Ssangyong Rexton RX7,Mumbai,2016.0,40000.0,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,nan
1090.0,Hyundai Creta 1.6 CRDi SX Option,Pune,2016.0,83500.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
1091.0,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017.0,22000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7.94
1092.0,Chevrolet Enjoy Petrol LTZ 7 Seater,Mumbai,2013.0,39000.0,Petrol,Manual,First,13.7,1399.0,98.82,7.0,nan
1093.0,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2013.0,90000.0,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,nan
1094.0,Hyundai i20 2015-2017 Magna Optional 1.4 CRDi,Pune,2012.0,134487.0,Diesel,Manual,First,21.9,1396.0,88.8,5.0,nan
1095.0,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2014.0,65000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,nan
1096.0,Mahindra Scorpio S6 Plus 7 Seater,Ahmedabad,2015.0,48000.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,nan
1097.0,BMW 3 Series 320d,Bangalore,2011.0,60000.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,nan
1098.0,Mercedes-Benz CLA 45 AMG,Kochi,2015.0,23742.0,Petrol,Automatic,First,15.04,1991.0,360.0,5.0,nan
1099.0,Honda City 1.5 S MT,Hyderabad,2010.0,60268.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
1100.0,Maruti Vitara Brezza ZDi,Hyderabad,2016.0,70746.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.02
1101.0,Toyota Camry 2.5 G,Delhi,2014.0,61000.0,Petrol,Automatic,First,12.98,2494.0,178.4,5.0,nan
1102.0,Maruti Swift Vdi BSIII,Pune,2007.0,102000.0,Diesel,Manual,First,17.8,1248.0,75.0,5.0,nan
1103.0,Hyundai Elantra SX AT,Bangalore,2016.0,25000.0,Petrol,Automatic,Second,14.5,1797.0,147.4,5.0,nan
1104.0,Renault Duster 85PS Diesel RxL Optional,Delhi,2013.0,64000.0,Diesel,Manual,First,20.46,1461.0,83.8,5.0,nan
1105.0,Audi Q5 2008-2012 3.0 TDI Quattro,Hyderabad,2010.0,78265.0,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,nan
1106.0,Maruti Esteem Vxi - BSIII,Pune,2006.0,76560.0,Petrol,Manual,Third,15.9,1298.0,85.0,5.0,nan
1107.0,Jeep Compass 2.0 Longitude,Kolkata,2017.0,10000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,20.01
1108.0,Honda City 1.5 V AT,Mumbai,2010.0,52000.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,nan
1109.0,Tata Zest Quadrajet 1.3 75PS XE,Jaipur,2018.0,45000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7.94
1110.0,Maruti Baleno Zeta 1.2,Kochi,2018.0,29562.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,nan
1111.0,Maruti Swift Dzire VDI,Kolkata,2014.0,32000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,nan
1112.0,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2016.0,22003.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,nan
1113.0,Mini Clubman Cooper S,Pune,2017.0,2890.0,Petrol,Manual,First,13.8,1998.0,192.0,5.0,44.59
1114.0,Mitsubishi Pajero Sport 4X2 AT,Mumbai,2015.0,52000.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,32.62
1115.0,Honda City ZX EXi,Pune,2008.0,100000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,nan
1116.0,Hyundai EON Era Plus,Jaipur,2013.0,60000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,nan
1117.0,Chevrolet Spark 1.0 PS,Jaipur,2010.0,6512.0,Petrol,Manual,First,16.0,995.0,63.0,5.0,nan
1118.0,Maruti Alto LXi,Kolkata,2008.0,39008.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
1119.0,Toyota Corolla Executive (HE),Chennai,2003.0,136441.0,Petrol,Manual,First,13.4,1794.0,125.0,5.0,nan
1120.0,Hyundai i20 1.2 Sportz Option,Kolkata,2012.0,36200.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,nan
1121.0,Hyundai Verna 1.4 CRDi,Kolkata,2015.0,32506.0,Diesel,Manual,First,24.8,1396.0,88.7,5.0,nan
1122.0,Chevrolet Enjoy 1.4 LTZ 8,Pune,2016.0,67000.0,Petrol,Manual,First,13.7,1399.0,98.79,8.0,nan
1123.0,Fiat Grande Punto 1.4 Emotion,Pune,2011.0,59800.0,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,nan
1124.0,Mahindra XUV500 W8 4WD,Coimbatore,2015.0,63008.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
1125.0,Maruti Vitara Brezza ZDi AMT,Coimbatore,2018.0,57804.0,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.59
1126.0,Toyota Etios Liva G,Kolkata,2012.0,37212.0,Petrol,Manual,First,18.3,1197.0,null bhp,5.0,nan
1127.0,Hyundai Creta 1.6 CRDi SX,Jaipur,2015.0,65000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
1128.0,Hyundai Santro Xing GLS,Coimbatore,2009.0,61259.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,nan
1129.0,Hyundai i20 1.4 Asta (AT),Chennai,2010.0,50000.0,Petrol,Automatic,Second,15.0,1396.0,100.0,5.0,nan
1130.0,Hyundai Elantra CRDi,Mumbai,2006.0,183513.0,Diesel,Manual,Second,14.9,1991.0,112.2,5.0,nan
1131.0,Mahindra XUV500 W10 2WD,Delhi,2015.0,66000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,nan
1132.0,Audi A6 2.0 TDI Design Edition,Kochi,2012.0,78979.0,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,nan
1133.0,Tata Tiago 1.2 Revotron XZ WO Alloy,Bangalore,2016.0,30010.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.46
1134.0,Mercedes-Benz A Class Edition 1,Kochi,2016.0,27508.0,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,nan
1135.0,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2014.0,28000.0,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,nan
1136.0,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2014.0,45000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,nan
1137.0,BMW 7 Series 740i Sedan,Kochi,2013.0,86107.0,Petrol,Automatic,First,8.45,2979.0,321.0,5.0,nan
1138.0,Land Rover Range Rover 2.2L Pure,Hyderabad,2015.0,49000.0,Diesel,Automatic,Second,12.7,2179.0,187.7,5.0,nan
1139.0,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018.0,32746.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,nan
1140.0,Volkswagen Vento 1.2 TSI Highline AT,Mumbai,2013.0,42758.0,Petrol,Automatic,First,16.93,1197.0,103.2,5.0,nan
1141.0,Mini Cooper Countryman D,Hyderabad,2013.0,50000.0,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,nan
1142.0,Volvo S60 D4 KINETIC,Coimbatore,2016.0,90904.0,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,nan
1143.0,Renault Pulse RxL,Kolkata,2012.0,52612.0,Diesel,Manual,First,23.08,1461.0,63.12,5.0,nan
1144.0,Honda Amaze SX i-VTEC,Kolkata,2015.0,40000.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
1145.0,Toyota Camry 2.5 G,Delhi,2012.0,80724.0,Petrol,Automatic,First,12.98,2494.0,178.4,5.0,nan
1146.0,Maruti Alto LXi,Hyderabad,2009.0,62659.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
1147.0,Skoda Superb Style 1.8 TSI AT,Kochi,2011.0,72734.0,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,33.36
1148.0,Maruti Ertiga ZXI,Pune,2015.0,15000.0,Petrol,Manual,First,17.5,1373.0,91.1,7.0,nan
1149.0,Audi A4 2.0 TDI,Bangalore,2014.0,65475.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,nan
1150.0,Maruti Ertiga VDI,Chennai,2012.0,71000.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,nan
1151.0,Mercedes-Benz New C-Class C 220 CDI Style,Bangalore,2016.0,16000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,nan
1152.0,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011.0,72329.0,Petrol,Manual,First,17.5,1197.0,85.8,5.0,nan
1153.0,Mercedes-Benz GLA Class 200 CDI SPORT,Coimbatore,2016.0,49398.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,nan
1154.0,Honda City i VTEC VX Option,Jaipur,2016.0,44147.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,nan
1155.0,Maruti Alto LXi BSII,Ahmedabad,2007.0,45000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
1156.0,Toyota Fortuner 3.0 Diesel,Delhi,2011.0,75000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,nan
1157.0,BMW 3 Series Luxury Line,Coimbatore,2017.0,22574.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,62.07
1158.0,Hyundai Elite i20 Petrol Asta,Kochi,2016.0,26642.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,nan
1159.0,Honda Amaze VX i-DTEC,Hyderabad,2013.0,81304.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
1160.0,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Kolkata,2013.0,46000.0,Diesel,Manual,First,15.0,1896.0,105.0,5.0,nan
1161.0,Mercedes-Benz S Class 2005 2013 320 L,Hyderabad,2007.0,99000.0,Petrol,Manual,First,13.0,2987.0,210.0,5.0,nan
1162.0,Hyundai EON Era,Pune,2012.0,36317.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
1163.0,Maruti Zen Estilo LXI BSIII,Pune,2008.0,70000.0,Petrol,Manual,First,18.2,998.0,67.1,5.0,nan
1164.0,Hyundai Verna CRDi SX,Hyderabad,2009.0,137711.0,Diesel,Manual,First,16.8,1493.0,110.0,5.0,nan
1165.0,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018.0,18980.0,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,15.14
1166.0,Hyundai i20 Asta Option 1.2,Mumbai,2015.0,31293.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
1167.0,Maruti Baleno Vxi - BSIII,Pune,2004.0,43000.0,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,nan
1168.0,Honda Jazz 1.5 S i DTEC,Ahmedabad,2016.0,45000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,nan
1169.0,Volkswagen Vento Diesel Comfortline,Kolkata,2012.0,53000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,nan
1170.0,Hyundai i10 Magna 1.1L,Pune,2011.0,30000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,nan
1171.0,Jeep Compass 2.0 Sport,Delhi,2017.0,13000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.72
1172.0,Renault Duster 110PS Diesel RxZ,Delhi,2013.0,62000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,nan
1173.0,Maruti Swift Dzire VXi,Chennai,2012.0,35161.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,nan
1174.0,Maruti Alto LXi,Jaipur,2006.0,75000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
1175.0,Tata Nano XTA,Coimbatore,2016.0,53590.0,Petrol,Automatic,First,21.9,624.0,37.48,4.0,nan
1176.0,Hyundai i10 Era 1.1,Chennai,2008.0,71467.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,nan
1177.0,Maruti Alto XCITE,Kochi,2011.0,66287.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
1178.0,Ford Figo Diesel EXI,Jaipur,2012.0,85000.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,nan
1179.0,Land Rover Discovery 4 TDV6 Auto Diesel,Hyderabad,2012.0,147202.0,Diesel,Automatic,First,11.8,2993.0,241.6,7.0,nan
1180.0,Honda City i DTec SV,Coimbatore,2016.0,72566.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
1181.0,Maruti Ritz LDi,Pune,2015.0,190000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,nan
1182.0,Hyundai Grand i10 1.2 Kappa Sportz Option,Delhi,2017.0,25348.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,nan
1183.0,Hyundai Grand i10 AT Asta,Delhi,2014.0,54000.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,nan
1184.0,Hyundai i20 Sportz Option 1.2,Bangalore,2015.0,33000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
1185.0,BMW 5 Series 2003-2012 520d,Delhi,2011.0,58067.0,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,nan
1186.0,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2015.0,43020.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,nan
1187.0,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2014.0,27641.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,nan
1188.0,Maruti Swift Dzire ZDI,Hyderabad,2016.0,46372.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,nan
1189.0,Maruti Alto K10 VXI,Kochi,2016.0,27535.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.09
1190.0,BMW 5 Series 520d Luxury Line,Kochi,2016.0,55615.0,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,67.87
1191.0,Maruti Vitara Brezza VDi Option,Jaipur,2017.0,19000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,nan
1192.0,Hyundai Verna Transform VTVT with Audio,Kolkata,2010.0,47000.0,Petrol,Manual,First,16.2,1599.0,103.2,5.0,nan
1193.0,Honda City i VTEC VX,Delhi,2015.0,60595.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,nan
1194.0,Tata Indica Vista Quadrajet LS,Hyderabad,2013.0,170000.0,Diesel,Manual,First,22.3,1248.0,74.0,5.0,nan
1195.0,Hyundai i20 Active 1.4 SX,Delhi,2017.0,14301.0,Diesel,Manual,First,21.19,1396.0,88.73,5.0,nan
1196.0,Audi A6 2011-2015 2.0 TDI,Kochi,2015.0,42741.0,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,nan
1197.0,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,2015.0,31000.0,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,nan
